@relation USER50_CURRENT_ATTRIBUTES_ONLY_Q57_28.02.2015.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C33-L3-3-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last

@attribute klind_en {administrator,other,parent,pupil,student,'teacher ucha.se',teacher}
@attribute has_personal_info_1_q2b_111 {0,1}
@attribute months_between_first_and_last_accessed_resource numeric
@attribute grade_calculated_from_user_data {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute most_watched_subject_name_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute most_watched_subject_id {0,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,45,46,47,48}
@attribute one_of_the_fav_subjects_entered_by_the_user_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,French,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute number_of_distinct_accessed_subjects numeric
@attribute total_time_watched_videos_in_seconds numeric
@attribute total_number_of_exercises_attempts numeric
@attribute number_of_distinct_exercises numeric
@attribute number_of_all_accessed_resources numeric
@attribute percent_videos_completed numeric
@attribute percent_exercises_completed_with_75_points_or_more numeric
@attribute total_number_of_user_comments numeric
@attribute type_id_of_first_subscription {1,2,3,4,5,6,7,9,10,11}
@attribute type_name_of_first_subscription {'','1 month','12 months','15 days','3 days','3 months','6 months'}
@attribute percent_played____10s__videos_also_exercised_on numeric
@attribute percent_exercises_retaken numeric
@attribute percent_of_distinct_exercises_which_were_retaken numeric
@attribute number_of_distinct_accessed_grades numeric
@attribute percent_video_watched_more_than_once numeric
@attribute percent_distinct_video_watched_more_than_once numeric
@attribute percent_distinct_played____10s__videos_also_commented_om numeric
@attribute young_leader_badge {0,1}
@attribute motivation_level {0,1,2,3,4,5,6}
@attribute leadership_level {0,1,2,3,4,5,6}
@attribute leadership_1___number_of_user_comments_with_rating___3 numeric
@attribute charisma {0,1,2,3,4,6}
@attribute number_invited_friends numeric
@attribute influence {0,1,2,3,4,5,6}
@attribute class {no,yes}

@data
pupil,1,13,0,Math,28,Music,8,18312,0,0,58,34,0,43,1,'3 days',0,0,0,4,36,21,31,0,2,1,1,0,0,5,no
pupil,0,12,8,Math,28,'',5,13594,0,0,43,37,0,1,2,'1 month',0,0,0,3,5,2,2,0,1,0,1,0,0,0,no
pupil,0,9,0,Geography,37,'',3,10687,0,0,24,46,0,0,1,'3 days',0,0,0,2,17,9,0,0,1,0,0,0,0,0,no
pupil,0,17,7,Math,28,'',12,198568,4,4,581,56,0,0,3,'3 months',1,0,0,6,70,45,0,1,2,0,0,0,0,0,no
pupil,0,17,9,Physics,31,'',4,18266,0,0,39,59,0,0,9,'15 days',0,0,0,3,5,3,0,0,1,0,0,0,0,0,yes
pupil,0,8,1,Math,28,'',7,39764,0,0,117,34,0,11,1,'3 days',0,0,0,4,41,23,7,0,2,0,0,0,0,1,no
pupil,0,8,0,Biology,32,'',3,1925,0,0,3,33,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,12,0,Chemistry,26,'',3,16423,0,0,42,19,0,0,1,'3 days',0,0,0,3,10,5,0,0,1,0,0,0,0,0,no
pupil,0,13,9,Math,28,'',2,2168,0,0,10,10,0,0,9,'15 days',0,0,0,3,60,43,0,0,0,0,0,0,0,0,no
pupil,1,8,9,Geography,37,Chemistry,2,408,0,0,2,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,8,7,History,34,Programming,7,16481,0,0,57,72,0,11,3,'3 months',0,0,0,2,25,14,20,1,1,1,4,0,0,0,no
pupil,0,13,1,Geography,37,'',2,4751,0,0,14,29,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,9,8,'English Beginners',40,'',3,22664,0,0,59,53,0,0,1,'3 days',0,0,0,4,51,33,0,0,0,0,0,0,0,0,no
pupil,0,9,9,Math,28,'',4,3945,0,0,13,31,0,0,1,'3 days',0,0,0,2,31,18,0,0,1,0,0,0,0,0,no
pupil,0,16,6,Geography,37,'',7,29677,5,4,87,55,100,0,3,'3 months',8,40,25,6,61,38,0,1,1,0,0,0,0,0,no
pupil,1,15,9,Physics,31,'English Intermediate',6,5521,0,0,22,32,0,0,1,'3 days',0,0,0,3,9,5,0,0,1,0,0,1,1,0,no
pupil,1,7,6,Math,28,Programming,3,16653,0,0,48,67,0,1,3,'3 months',0,0,0,2,63,44,0,1,0,0,0,0,0,0,no
teacher,0,13,6,'Person and nature',39,'',11,57751,0,0,167,51,0,1,3,'3 months',0,0,0,9,55,32,0,1,2,0,0,0,0,1,no
pupil,1,7,6,History,34,'Person and nature',3,6017,0,0,21,29,0,0,3,'3 months',0,0,0,1,10,5,0,1,0,0,0,0,0,1,no
teacher,0,17,0,Chemistry,26,'',4,75737,9,9,151,43,78,0,3,'3 months',9,0,0,6,47,29,0,1,1,0,0,0,0,0,yes
pupil,0,7,9,Physics,31,'',5,34780,0,0,76,32,0,1,3,'3 months',0,0,0,1,38,23,0,1,1,0,0,0,0,0,no
pupil,1,17,7,History,34,Chemistry,9,36265,13,11,128,34,46,3,3,'3 months',7,31,18,3,22,12,1,1,2,0,0,0,0,0,no
parent,1,17,0,Physics,31,'',6,43956,1,1,106,46,0,0,3,'3 months',0,0,0,3,57,34,0,1,1,0,0,0,0,0,no
pupil,0,5,7,Chemistry,26,'',2,868,0,0,4,0,0,1,1,'3 days',0,0,0,1,0,0,25,0,0,0,0,0,0,0,no
pupil,1,8,7,Math,28,Programming,7,27897,0,0,82,46,0,1,3,'3 months',0,0,0,1,27,14,1,1,0,0,1,0,0,1,no
pupil,0,16,3,Math,28,'',13,230542,54,34,681,51,28,0,3,'3 months',8,63,41,8,75,50,0,1,1,0,0,0,0,0,yes
pupil,0,7,6,Math,28,'',3,5311,0,0,23,0,0,0,1,'3 days',0,0,0,1,17,10,0,0,0,0,0,0,0,0,no
pupil,1,17,0,History,34,German,11,69977,3,3,195,82,100,5,3,'3 months',0,0,0,7,11,6,2,1,2,0,1,0,0,0,no
pupil,0,14,4,History,34,'',4,6389,0,0,20,75,0,0,3,'3 months',0,0,0,3,20,11,0,1,1,0,0,0,0,0,no
pupil,0,13,9,Math,28,'',6,31417,0,0,104,28,0,0,1,'3 days',0,0,0,3,17,9,0,0,0,0,0,0,0,0,no
pupil,0,5,0,Chemistry,26,'',4,11679,0,0,30,7,0,0,1,'3 days',0,0,0,1,27,15,0,0,0,0,0,0,0,0,no
pupil,0,7,9,Chemistry,26,'',6,24116,0,0,58,17,0,0,1,'3 days',0,0,0,2,43,25,0,0,0,0,0,0,0,0,no
student,0,13,8,Geography,37,'',2,16569,0,0,61,26,0,0,2,'1 month',0,0,0,6,49,28,0,0,0,0,0,0,0,0,no
pupil,0,9,0,Chemistry,26,'',5,52210,0,0,103,54,0,0,1,'3 days',0,0,0,2,50,30,0,0,1,0,0,0,0,0,no
pupil,1,17,8,History,34,Programming,8,49355,0,0,198,22,0,0,3,'3 months',0,0,0,4,59,37,0,1,1,0,0,0,0,0,no
pupil,0,10,7,Math,28,'',4,36827,0,0,75,61,0,0,1,'3 days',0,0,0,5,25,14,0,0,1,0,0,0,0,0,no
pupil,0,5,0,Chemistry,26,'',3,17361,0,0,32,41,0,0,1,'3 days',0,0,0,1,13,7,0,0,0,0,0,0,0,0,no
pupil,1,17,7,History,34,German,11,29201,13,10,99,51,62,0,3,'3 months',10,46,30,4,19,10,0,1,2,0,0,0,0,0,no
pupil,1,17,8,Biology,32,Chemistry,12,145232,9,6,402,60,78,13,3,'3 months',2,56,33,6,52,31,2,1,2,0,2,0,0,4,no
pupil,0,8,7,Geography,37,'',3,6052,0,0,19,32,0,0,1,'3 days',0,0,0,1,42,27,0,0,0,0,0,0,0,0,no
pupil,0,17,7,Math,28,'',6,8732,0,0,34,44,0,0,3,'3 months',0,0,0,4,29,14,0,1,0,0,0,0,0,0,no
pupil,0,6,0,Biology,32,'',4,18706,0,0,34,47,0,0,3,'3 months',0,0,0,2,24,13,0,1,0,0,0,0,0,0,no
pupil,0,14,0,Geography,37,'',9,62151,0,0,174,30,0,1,3,'3 months',0,0,0,3,50,28,0,1,3,0,1,0,0,0,no
student,0,9,0,Math,28,'',1,4027,0,0,12,50,0,0,2,'1 month',0,0,0,2,0,0,0,0,2,0,0,0,0,0,no
pupil,0,10,0,History,34,'',6,17002,0,0,46,43,0,10,3,'3 months',0,0,0,3,17,10,14,1,1,0,1,0,0,0,no
pupil,0,7,0,Physics,31,'',3,6736,0,0,18,50,0,0,2,'1 month',0,0,0,1,28,13,0,0,0,0,0,0,0,0,no
pupil,1,17,7,Math,28,Physics,12,56294,26,10,190,34,4,1,3,'3 months',8,81,50,4,46,26,0,1,2,0,0,0,0,0,yes
student,0,4,9,Chemistry,26,'',4,5224,0,0,12,17,0,0,1,'3 days',0,0,0,3,25,10,0,0,0,0,0,0,0,0,no
pupil,0,10,8,Math,28,'',5,16851,0,0,53,34,0,1,1,'3 days',0,0,0,2,8,4,1,0,1,0,0,0,0,0,no
pupil,0,8,5,Chemistry,26,Math,10,21274,0,0,65,49,0,0,3,'3 months',0,0,0,6,12,7,0,1,1,0,0,0,0,0,no
pupil,0,6,9,Chemistry,26,'',3,20067,0,0,62,11,0,0,1,'3 days',0,0,0,2,56,34,0,0,0,0,0,0,0,0,no
pupil,0,8,0,Biology,32,'',4,15122,0,0,32,28,0,0,3,'3 months',0,0,0,2,6,3,0,1,1,0,0,0,0,0,no
teacher,0,11,6,History,34,'',8,66625,0,0,192,50,0,0,3,'3 months',0,0,0,6,52,28,0,1,1,0,0,0,0,0,no
pupil,0,17,0,History,34,'',4,16415,0,0,37,54,0,0,1,'3 days',0,0,0,2,49,32,0,0,1,0,0,0,0,0,no
student,0,14,6,Geography,37,'',2,6367,0,0,28,25,0,0,9,'15 days',0,0,0,4,57,40,0,0,1,0,0,0,0,0,no
pupil,0,13,6,History,34,'',9,15533,0,0,53,40,0,0,2,'1 month',0,0,0,5,25,9,0,0,1,0,0,0,0,1,no
pupil,0,13,0,Biology,32,'',6,5824,0,0,24,38,0,0,1,'3 days',0,0,0,4,8,4,0,0,0,0,0,0,0,0,no
pupil,1,17,7,Geography,37,Math,9,39281,10,4,132,44,20,4,3,'3 months',3,80,50,5,57,34,2,1,1,0,1,0,0,1,no
pupil,0,10,9,History,34,'',5,12428,0,0,35,11,0,0,2,'1 month',0,0,0,5,11,6,0,0,1,0,0,0,0,0,no
parent,0,16,0,Math,28,'',12,137422,0,0,404,57,0,5,2,'1 month',0,0,0,8,67,42,1,1,1,0,2,0,0,0,no
pupil,0,6,7,Math,28,'',5,8710,0,0,26,54,0,1,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,7,8,Math,28,'',8,17051,0,0,57,37,0,0,2,'1 month',0,0,0,2,14,8,0,0,0,0,0,0,0,0,no
pupil,1,17,5,'Person and nature',39,French,12,142677,29,23,416,33,83,50,3,'3 months',6,38,22,10,42,23,11,1,5,2,9,0,0,6,yes
pupil,1,5,7,Math,28,'Person and nature',8,14455,0,0,39,56,0,2,2,'1 month',0,0,0,3,41,23,6,0,0,0,0,0,0,0,no
pupil,1,8,7,Math,28,Chemistry,3,21122,0,0,46,80,0,1,3,'3 months',0,0,0,2,35,21,2,1,1,0,0,0,0,0,no
pupil,0,9,0,Physics,31,'',4,21011,0,0,51,24,0,0,2,'1 month',0,0,0,1,51,29,0,0,1,0,0,0,0,0,no
pupil,1,17,7,Geography,37,Math,9,48791,0,0,151,39,0,0,2,'1 month',0,0,0,5,50,29,0,0,2,0,0,0,0,0,no
pupil,1,17,9,Physics,31,Programming,5,19285,0,0,48,29,0,0,1,'3 days',0,0,0,3,13,7,0,0,2,0,0,0,0,0,no
pupil,0,8,0,History,34,'',3,4770,0,0,12,33,0,0,1,'3 days',0,0,0,2,42,22,0,0,1,0,0,0,0,0,no
student,1,17,9,Math,28,'',13,227749,0,0,575,55,0,22,3,'3 months',0,0,0,10,59,36,3,1,3,0,1,0,0,6,yes
pupil,1,6,7,Geography,37,Fun,8,47086,0,0,123,71,0,1,3,'3 months',0,0,0,3,56,34,0,1,1,0,1,0,0,0,no
pupil,1,6,7,Physics,31,'English Intermediate',5,4233,0,0,12,75,0,8,3,'3 months',0,0,0,2,17,9,36,1,0,0,1,0,0,1,no
pupil,0,17,7,Math,28,'',10,38195,9,9,115,62,33,1,1,'3 days',9,0,0,4,19,9,1,1,2,0,0,0,0,0,no
pupil,1,17,7,History,34,Chemistry,9,20934,5,5,66,44,0,0,3,'3 months',4,0,0,4,36,20,0,1,1,0,0,0,0,0,yes
pupil,1,8,0,Biology,32,Math,8,23287,0,0,78,40,0,0,2,'1 month',0,0,0,3,22,12,0,0,1,0,0,0,0,1,no
pupil,1,7,8,Physics,31,Chemistry,9,61919,0,0,147,73,0,3,3,'3 months',0,0,0,4,35,21,1,1,1,0,0,0,0,2,no
pupil,1,16,6,Fun,29,'Person and nature',8,29905,2,2,118,30,0,0,3,'3 months',2,0,0,5,30,16,0,1,1,0,0,0,0,2,no
pupil,1,17,6,Fun,29,Fun,7,76713,0,0,212,53,0,10,2,'1 month',0,0,0,4,48,28,1,0,1,0,3,0,0,0,yes
teacher,0,16,0,'English Intermediate',30,'',2,8571,0,0,17,41,0,0,1,'3 days',0,0,0,2,18,7,0,1,2,0,0,0,0,0,no
parent,0,17,1,'Person and nature',39,'',7,46644,20,14,137,81,55,1,3,'3 months',17,50,29,5,49,29,1,1,1,0,0,0,0,0,yes
student,0,6,9,Chemistry,26,'',3,4898,0,0,14,29,0,0,1,'3 days',0,0,0,3,14,8,0,0,0,0,0,0,0,0,no
pupil,0,7,7,Biology,32,'',5,8311,0,0,24,75,0,2,3,'3 months',0,0,0,1,0,0,8,1,0,0,2,0,0,0,no
pupil,1,13,7,History,34,Chemistry,9,29949,2,2,102,39,0,1,3,'3 months',1,0,0,4,49,30,1,1,1,0,0,0,0,0,yes
pupil,0,17,6,History,34,'',8,54856,13,13,214,28,31,2,3,'3 months',8,0,0,5,53,32,0,1,2,0,1,0,0,2,no
pupil,0,5,7,Math,28,'',6,15608,0,0,54,33,0,3,1,'3 days',0,0,0,1,31,18,6,0,0,0,0,0,0,0,no
pupil,0,5,0,Chemistry,26,'',3,11586,0,0,19,53,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,9,0,Chemistry,35,'',1,4974,0,0,20,10,0,0,5,'',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,7,0,Math,28,'',2,5950,0,0,11,27,0,0,1,'3 days',0,0,0,2,18,10,0,0,0,0,0,0,0,0,no
pupil,0,16,6,Bulgarian,36,'',4,5181,0,0,15,53,0,0,2,'1 month',0,0,0,3,27,15,0,0,1,0,0,0,0,0,yes
pupil,1,8,7,Biology,32,Bulgarian,6,12262,0,0,53,26,0,3,3,'3 months',0,0,0,2,51,28,5,1,1,0,0,0,0,0,no
pupil,0,10,1,Biology,32,'',2,3465,0,0,11,45,0,0,2,'1 month',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,1,8,8,Math,28,Chemistry,6,25450,0,0,66,48,0,0,3,'3 months',0,0,0,2,26,14,0,1,1,0,0,1,1,0,no
other,0,5,8,Math,28,'',3,5745,0,0,14,50,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,0,9,0,Chemistry,35,'',1,2875,0,0,12,17,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,1,12,7,Biology,32,Bulgarian,9,68713,0,0,149,50,0,4,2,'1 month',0,0,0,7,33,18,1,0,2,0,0,0,0,3,no
pupil,0,0,0,Math,28,'',1,438,0,0,2,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,5,8,Math,28,'',1,1735,0,0,5,20,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,8,9,Geography,37,'',2,16569,0,0,50,40,0,0,2,'1 month',0,0,0,3,46,29,0,0,2,0,0,0,0,0,no
pupil,0,13,9,Chemistry,26,'',2,1366,0,0,6,0,0,0,9,'15 days',0,0,0,1,33,20,0,0,0,0,0,0,0,0,no
pupil,0,5,8,Chemistry,26,'',4,54264,0,0,118,14,0,0,2,'1 month',0,0,0,5,49,28,0,0,0,0,0,0,0,0,no
pupil,0,8,7,Math,28,'',5,17298,0,0,41,80,0,0,1,'3 days',0,0,0,1,10,5,0,0,0,0,0,0,0,0,no
pupil,0,6,0,Math,28,'',2,4222,0,0,8,63,0,0,1,'3 days',0,0,0,1,25,14,0,0,0,0,0,0,0,0,no
pupil,0,17,8,History,34,'',8,28719,0,0,105,33,0,0,1,'3 days',0,0,0,4,32,18,0,0,1,0,0,0,0,0,yes
pupil,1,7,7,History,34,Chemistry,7,42552,0,0,131,60,0,6,3,'3 months',0,0,0,4,27,14,1,1,1,0,2,0,0,0,no
teacher,0,7,0,History,34,'',5,4779,0,0,20,45,0,0,3,'3 months',0,0,0,4,40,25,0,1,0,0,0,0,0,0,no
pupil,0,17,7,Bulgarian,36,'',11,59506,18,18,221,25,33,12,2,'1 month',11,0,0,6,41,23,5,1,2,0,1,0,0,0,yes
pupil,0,8,7,History,34,'',6,9231,0,0,36,50,0,0,2,'1 month',0,0,0,2,33,20,0,0,1,0,0,0,0,0,no
parent,0,6,7,Physics,31,'',3,1539,0,0,6,17,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,1,17,0,Fun,29,Physics,10,77016,19,15,248,51,11,15,3,'3 months',6,42,27,6,41,24,5,1,1,0,3,0,0,0,no
student,0,9,1,'English Intermediate',30,'',7,22249,0,0,52,65,0,0,2,'1 month',0,0,0,7,4,2,0,0,0,0,0,0,0,0,no
pupil,0,13,8,Math,28,'',3,4038,0,0,14,14,0,1,1,'3 days',0,0,0,2,14,8,7,0,0,0,0,0,0,0,no
parent,0,4,5,'Person and nature',39,'',8,9290,13,7,45,19,31,0,2,'1 month',17,77,57,3,19,10,0,1,1,0,0,0,0,0,yes
pupil,1,17,5,'Person and nature',39,Programming,6,25780,2,2,77,63,0,18,2,'1 month',2,0,0,4,35,18,13,1,1,0,1,0,0,0,yes
pupil,1,10,0,History,34,Chemistry,7,17606,0,0,51,39,0,4,3,'3 months',0,0,0,3,22,11,6,1,1,0,1,1,1,1,no
pupil,1,17,3,'Person and society',42,'Person and nature',7,54504,7,4,147,78,43,16,2,'1 month',2,71,50,4,59,38,17,1,1,0,0,0,0,3,yes
parent,0,6,0,'English Beginners',40,'',5,11119,0,0,45,18,0,0,3,'3 months',0,0,0,4,29,14,0,1,0,0,0,0,0,0,no
pupil,0,6,7,History,34,'',3,7110,0,0,24,83,0,0,1,'3 days',0,0,0,1,17,9,0,0,0,0,0,0,0,0,no
pupil,1,6,6,Geography,37,Math,8,26157,0,0,72,74,0,9,1,'3 days',0,0,0,4,19,11,10,0,0,0,3,0,0,3,no
teacher,0,6,0,Biology,32,'',2,7809,0,0,29,38,0,0,3,'3 months',0,0,0,2,52,22,0,1,1,0,0,0,0,0,no
pupil,0,17,8,Biology,32,'',8,45214,0,0,107,53,0,0,9,'15 days',0,0,0,4,57,36,0,0,1,0,0,0,0,0,yes
pupil,0,16,4,Physics,31,'',10,90844,2,2,236,70,50,0,3,'3 months',1,0,0,6,28,14,0,1,2,0,0,0,0,1,no
pupil,1,8,7,Biology,32,Math,8,36118,0,0,107,67,0,2,3,'3 months',0,0,0,4,54,35,2,1,1,0,0,0,0,3,no
pupil,0,7,7,Biology,32,'',7,6826,0,0,29,28,0,0,1,'3 days',0,0,0,4,34,21,0,0,0,0,0,0,0,1,no
pupil,0,8,0,Chemistry,26,'',4,16216,0,0,32,50,0,0,1,'3 days',0,0,0,3,25,11,0,0,1,0,0,0,0,0,no
pupil,0,6,7,Bulgarian,36,Math,4,2080,0,0,7,43,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,16,7,Geography,37,'Person and nature',10,72867,0,0,166,76,0,8,3,'3 months',0,0,0,3,31,17,1,1,1,1,2,0,0,1,yes
pupil,0,17,8,Biology,32,'',7,87969,4,2,244,69,25,18,3,'3 months',1,75,50,3,62,40,5,1,2,0,2,0,0,0,no
pupil,0,8,0,Chemistry,26,'',1,23709,0,0,61,11,0,0,1,'3 days',0,0,0,1,56,39,0,0,2,0,0,0,0,0,no
pupil,0,14,0,Geography,37,'',9,15329,0,0,39,64,0,0,1,'3 days',0,0,0,3,21,11,0,1,0,0,0,1,1,0,yes
pupil,1,7,0,Chemistry,26,Math,4,16527,0,0,30,63,0,0,3,'3 months',0,0,0,1,20,11,0,1,0,0,0,0,0,1,no
pupil,0,13,6,Bulgarian,36,'',4,5514,0,0,18,33,0,1,1,'3 days',0,0,0,2,33,20,6,0,1,0,0,0,0,0,no
pupil,0,7,7,Biology,32,'',7,23760,0,0,63,65,0,3,2,'1 month',0,0,0,1,27,13,5,0,1,0,1,0,0,3,no
pupil,0,8,7,Math,28,'',5,24661,0,0,81,60,0,0,2,'1 month',0,0,0,1,33,19,0,0,1,0,0,0,0,0,no
teacher,1,17,8,Chemistry,26,'',4,12884,0,0,30,13,0,0,2,'1 month',0,0,0,5,23,12,0,0,1,0,0,0,0,2,yes
pupil,0,14,7,Biology,32,'',6,9792,15,10,53,24,73,14,3,'3 months',13,60,40,2,32,16,0,1,1,1,5,0,0,0,no
pupil,1,12,5,Bulgarian,36,Math,9,6837,0,0,24,21,0,0,3,'3 months',0,0,0,6,25,14,0,1,1,0,0,0,0,0,yes
pupil,0,6,0,'English Intermediate',30,'',2,2891,0,0,5,20,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,8,7,Geography,37,'',5,8247,0,0,25,60,0,0,3,'3 months',0,0,0,2,32,19,0,1,1,0,0,0,0,1,no
pupil,0,12,7,Math,28,'',4,4691,0,0,22,23,0,0,1,'3 days',0,0,0,2,27,16,0,0,1,0,0,0,0,0,no
pupil,0,16,8,Math,28,'',4,3697,0,0,15,27,0,1,2,'1 month',0,0,0,2,13,7,7,0,0,0,0,0,0,1,no
pupil,0,7,0,Chemistry,26,'',5,11903,0,0,30,10,0,0,1,'3 days',0,0,0,1,13,7,0,0,0,0,0,0,0,0,no
student,0,7,9,Geography,37,'',2,5058,0,0,16,50,0,0,1,'3 days',0,0,0,4,50,27,0,0,0,0,0,0,0,0,no
teacher,0,11,1,History,34,'',6,17592,0,0,65,54,0,0,1,'3 days',0,0,0,2,23,12,0,0,1,0,0,0,0,1,no
pupil,1,15,9,Chemistry,26,Chemistry,5,80760,2,2,186,18,0,0,1,'3 days',1,0,0,4,27,16,0,1,2,0,0,0,0,0,yes
pupil,1,16,0,Fun,29,Chemistry,9,49004,1,1,159,54,100,58,3,'3 months',0,0,0,5,23,13,24,1,3,2,14,0,0,1,no
pupil,0,0,6,Math,28,'',1,4864,0,0,13,23,0,0,1,'3 days',0,0,0,2,15,8,0,0,0,0,0,0,0,0,no
pupil,0,7,5,Bulgarian,36,'',3,9584,0,0,35,11,0,0,1,'3 days',0,0,0,6,0,0,0,0,0,0,0,0,0,0,no
pupil,0,8,7,Math,28,'',7,19317,0,0,57,49,0,0,2,'1 month',0,0,0,2,14,8,0,0,0,0,0,0,0,0,no
teacher,0,7,9,Chemistry,26,'',3,2404,0,0,9,0,0,0,1,'3 days',0,0,0,4,22,13,0,0,0,0,0,0,0,0,no
pupil,0,13,1,Geography,37,'',2,1302,0,0,6,17,0,0,1,'3 days',0,0,0,4,33,20,0,0,0,0,0,0,0,0,no
pupil,0,5,0,Math,28,'',4,3445,0,0,13,31,0,0,1,'3 days',0,0,0,2,31,18,0,0,0,0,0,0,0,0,no
teacher,0,14,0,Biology,32,'',1,10284,0,0,24,29,0,0,2,'1 month',0,0,0,3,8,4,0,0,0,0,0,0,0,0,no
other,0,14,2,German,41,'',4,21411,0,0,66,33,0,0,2,'1 month',0,0,0,5,45,25,0,0,2,0,0,0,0,0,no
parent,0,3,8,Math,28,'',1,8844,0,0,16,100,0,7,3,'3 months',0,0,0,1,38,23,0,1,1,0,0,0,0,0,no
pupil,1,13,9,Math,28,German,3,33573,0,0,68,71,0,4,3,'3 months',0,0,0,3,56,30,9,1,1,0,0,0,0,0,no
pupil,1,6,7,History,34,Math,3,4838,0,0,16,69,0,1,1,'3 days',0,0,0,1,13,7,6,0,0,0,1,0,0,0,no
pupil,0,7,7,Chemistry,26,'',5,17019,0,0,40,60,0,0,2,'1 month',0,0,0,1,35,21,0,0,1,0,0,0,0,0,no
teacher,0,14,9,Geography,37,'',4,58464,0,0,200,33,0,0,3,'3 months',0,0,0,5,78,49,0,1,1,0,0,0,0,1,no
pupil,0,13,0,Physics,31,'',2,7132,0,0,16,88,0,0,1,'3 days',0,0,0,2,13,7,0,0,0,0,0,0,0,0,no
pupil,0,8,0,Biology,32,'',3,14353,0,0,26,58,0,0,1,'3 days',0,0,0,1,23,13,0,0,1,0,0,0,0,0,no
pupil,0,8,9,Biology,32,'',6,9972,0,0,32,22,0,0,1,'3 days',0,0,0,2,34,16,0,0,1,0,0,0,0,0,no
pupil,0,17,9,Math,28,'',3,8576,0,0,22,32,0,0,2,'1 month',0,0,0,3,36,22,0,1,2,0,0,0,0,0,no
pupil,0,6,8,Math,28,'',3,4888,0,0,16,19,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,17,6,Geography,37,'',5,15706,0,0,55,22,0,0,3,'3 months',0,0,0,2,49,30,0,1,1,0,0,0,0,0,no
pupil,0,16,7,Math,28,'',5,19588,2,2,73,34,50,0,3,'3 months',0,0,0,3,27,13,0,1,1,0,0,0,0,0,no
pupil,0,6,9,Math,28,'',3,7568,0,0,15,80,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,1,10,7,Math,28,'Person and nature',4,6780,3,2,25,41,0,8,3,'3 months',5,67,50,3,9,5,23,1,1,0,1,0,0,0,yes
parent,0,7,6,Math,28,'',3,8717,0,0,23,70,0,0,2,'1 month',0,0,0,1,26,11,0,0,0,0,0,0,0,0,no
pupil,1,13,0,History,34,'Person and society',11,52941,31,24,180,59,55,8,3,'3 months',14,45,29,4,32,19,4,1,2,0,0,1,1,2,no
pupil,0,16,8,Math,28,'',7,29805,0,0,86,26,0,0,2,'1 month',0,0,0,4,51,29,0,1,1,0,0,0,0,0,yes
pupil,0,8,7,Physics,31,'',7,20708,0,0,59,49,0,12,3,'3 months',0,0,0,2,24,13,7,1,1,0,2,0,0,0,no
pupil,0,14,3,Math,28,'',8,21004,0,0,75,23,0,0,2,'1 month',0,0,0,5,17,9,0,0,2,0,0,0,0,0,no
pupil,0,17,8,Biology,32,'',9,34507,0,0,95,64,0,1,2,'1 month',0,0,0,4,33,19,1,0,1,0,0,0,0,0,yes
pupil,0,17,7,History,34,Chemistry,11,57566,4,4,192,59,25,6,2,'1 month',2,0,0,4,38,20,1,1,2,0,0,0,0,0,yes
pupil,1,12,8,'English Intermediate',30,Programming,4,9005,0,0,21,33,0,0,1,'3 days',0,0,0,4,43,25,0,0,0,0,0,0,0,0,no
pupil,0,12,9,Math,28,'',6,31763,0,0,76,36,0,2,2,'1 month',0,0,0,5,39,23,3,1,1,0,0,1,1,0,no
